node name,Entrez Gene ID,promote proliferation,evade growth repressor,resist cell death,enable replicative immortality,Induce angiogenesis,Activate invasion & metastasis,Reprogramme energy metabolism,Evade immune destruction,Genome instability,Tumor promoting inflammation
NUDT21,11051,0,0,0,0,0,0,0,0,0,0
GRPR,2925,1,0,0,0,0,0,0,0,0,0
EP400,57634,0,0,0,0,0,0,0,0,0,0
PPM1B,5495,0,1,0,0,0,0,0,0,0,0
GSTM2,2946,0,1,0,0,1,0,0,0,0,0
PLCD4,84812,0,0,0,0,0,0,0,0,0,0
C1QA,712,0,0,0,0,0,0,0,1,0,0
RAB3GAP2,25782,0,0,0,0,0,0,0,0,0,0
IFIH1,64135,0,0,0,0,0,0,0,1,0,0
SRSF6,6431,1,0,0,0,0,0,0,0,0,1
KRT7,3855,0,0,0,0,0,0,0,0,0,0
MED1,5469,1,1,1,0,1,0,0,1,0,0
SLC6A8,6535,0,0,0,0,0,0,0,0,0,0
PRDM10,56980,0,0,0,0,0,0,0,0,0,0
SPCS2,9789,0,0,0,0,0,0,0,0,0,0
AKR7A2,8574,0,0,0,0,0,0,0,0,0,0
FGD1,2245,0,0,1,0,0,1,0,0,0,0
ARFGEF2,10564,0,0,0,0,0,0,0,0,0,0
LIMS1,3987,1,0,0,0,0,1,0,0,0,0
IFNA4,3441,1,0,0,0,0,1,0,1,0,1
SRCAP,10847,0,0,0,0,0,0,0,0,0,0
GCGR,2642,0,0,0,0,1,0,1,0,0,0
ISG15,9636,0,0,0,0,0,0,0,1,1,0
IFNE,338376,1,0,0,0,0,1,0,1,0,0
LIN28,79727,0,0,0,0,0,0,0,0,0,0
NEK4,6787,1,0,0,1,0,0,0,0,0,0
CPSF7,79869,0,0,0,0,0,0,0,0,0,0
GPD1L,23171,0,1,0,0,1,0,0,0,0,0
PDK3,5165,0,0,0,0,0,0,1,0,0,0
SLC18A3,6572,0,0,0,0,0,0,0,0,0,0
PFN3,345456,0,0,0,0,0,1,0,0,0,0
ARF4,378,0,0,1,0,0,1,0,0,0,0
NFYB,4801,0,0,0,0,0,0,0,0,0,0
MCM6,4175,1,0,0,0,0,0,0,0,0,0
PNCK,139728,0,0,0,0,0,0,0,0,0,0
UHRF2,115426,1,1,0,0,0,0,0,0,0,0
POLR3E,55718,0,0,0,0,0,0,0,1,0,0
TNNI1,7135,0,0,0,0,1,0,0,0,0,0
DNAJB2,3300,0,0,0,0,0,0,0,0,0,0
MAGI3,260425,0,0,0,0,0,0,0,0,0,0
VANGL2,57216,1,0,0,0,0,1,0,0,0,1
CD33,945,1,1,0,0,0,1,0,1,0,0
LFNG,3955,1,1,0,0,0,1,0,1,0,0
IGBP1,3476,0,1,1,0,0,0,0,0,0,0
NMI,9111,0,0,0,0,0,0,0,1,0,1
ETV5,2119,1,0,0,0,0,0,0,0,0,0
ALOX5,240,0,0,0,0,1,0,0,0,0,1
VPS24,51652,0,0,0,0,0,0,0,0,0,0
FTH1,2495,1,1,0,0,0,0,0,1,0,0
ARHGAP1,392,0,0,0,0,0,0,0,0,0,0
PPM1D,8493,1,1,0,0,0,0,0,0,0,0
EPD,64414,0,0,0,0,0,0,0,0,0,0
CSNK1A1L,122011,0,0,0,0,0,0,0,1,0,0
PRKY,5616,0,0,0,0,0,0,0,0,0,0
CKM,1158,0,0,0,0,0,0,0,0,0,0
STARD3,10948,0,0,0,0,0,0,0,0,0,0
GABRQ,55879,0,0,0,0,0,0,0,0,0,0
NHP2,55651,0,0,0,1,0,0,0,0,0,0
DKC1,1736,1,0,0,1,0,0,0,0,0,0
VIM,7431,0,0,0,0,0,1,0,0,0,0
EGR2,1959,0,0,0,0,0,1,0,0,0,0
SH2B3,10019,0,0,0,0,0,0,0,0,0,1
PDCD10,11235,1,1,1,0,1,1,0,0,0,1
ANXA1,301,1,0,1,0,0,1,0,1,0,1
CDK3,1018,1,0,0,0,0,0,0,0,0,0
IQGAP2,10788,0,0,0,0,0,1,0,0,0,0
FBXO8,26269,0,0,0,0,0,0,0,0,0,0
MAFB,9935,0,0,0,0,0,1,0,0,0,0
ZNF223,7766,0,0,0,0,0,0,0,0,0,0
MMP12,4321,1,0,0,0,0,1,0,0,0,1
PXK,54899,0,0,0,0,0,0,0,0,0,1
NR4A3,8013,1,0,1,0,0,1,0,1,0,1
UBE2G2,7327,0,0,0,0,0,0,0,0,0,0
GOSR1,9527,0,0,0,0,0,0,0,0,0,0
TOR1A,1861,0,0,0,0,0,1,0,1,0,1
RXFP2,122042,1,1,1,0,0,0,0,0,0,0
RAB23,51715,0,0,0,0,0,1,0,0,0,0
MAP4,4134,1,0,0,0,0,1,0,0,0,0
CEACAM1,634,1,1,0,0,1,1,0,1,0,1
CARD14,79092,0,0,1,0,0,0,0,0,0,0
FNTA,2339,0,0,0,0,0,0,0,0,0,0
ERCC6,2074,0,0,0,0,0,0,0,0,1,0
ATOH1,474,0,0,1,0,0,1,0,0,0,0
UPF2,26019,0,0,0,0,0,0,0,0,0,0
PTPRO,5800,0,1,0,0,1,1,0,0,0,0
LMOD1,25802,0,0,0,0,0,1,0,0,0,0
CYP2B6,1555,0,0,0,0,0,0,0,0,0,0
STAR,6770,0,0,1,0,0,0,0,1,0,0
GP5,2814,0,0,0,0,0,1,0,0,0,1
NCKIPSD,51517,0,0,0,0,0,1,0,1,0,0
EIF2B4,8890,0,0,0,0,0,0,0,0,0,0
BCAT1,586,1,0,0,0,0,0,0,0,0,0
KIF20A,10112,1,0,0,0,0,0,0,0,0,0
DTX3,196403,0,0,0,0,0,0,0,0,0,0
KIF2C,11004,1,0,0,0,0,1,0,0,0,0
PDX1,3651,1,1,1,0,0,0,1,0,0,0
PDE5A,8654,1,1,0,0,1,1,0,0,0,0
PRKDC,5591,1,1,1,1,0,1,0,0,1,0
FBXW7,55294,1,1,1,0,0,0,0,0,0,0
ACRC,93953,0,0,0,0,0,0,0,0,0,0
MYO3A,53904,0,0,0,0,0,0,0,0,0,0
DPP10,57628,0,0,0,0,0,0,0,0,0,0
ATP6V0A4,50617,0,0,0,0,0,0,0,0,0,0
HSFX1,100506164,0,0,0,0,0,0,0,0,0,0
ETF1,2107,0,0,0,0,0,0,0,0,0,0
GSR,2936,0,0,0,0,0,0,0,0,0,0
NCAM1,4684,0,0,0,0,0,1,0,1,0,0
LRPAP1,4043,0,1,0,0,0,0,0,1,0,0
MAGED1,9500,1,1,1,0,0,0,0,0,0,0
PMP2,5375,0,0,0,0,0,0,0,0,0,0
PCSK7,9159,0,0,0,0,0,0,0,0,0,0
SH3RF3,344558,0,0,0,0,0,0,0,0,0,0
MAD1L1,8379,1,1,0,0,0,1,0,0,0,0
BTLA,151888,0,0,0,0,0,1,0,1,0,0
PDCD1,5133,0,0,1,0,0,1,0,1,0,0
ROS1,6098,1,0,0,0,0,0,0,0,0,0
CTDSP2,10106,1,1,0,0,0,0,0,0,0,0
LRBA,987,0,0,0,0,0,0,0,0,0,0
TXNRD1,7296,1,0,0,0,0,0,0,0,0,0
CD2AP,23607,1,0,0,0,0,1,0,1,0,0
SSTR5,6755,1,1,0,0,0,0,0,0,0,0
GP9,2815,0,0,0,0,0,1,0,0,0,1
SLC2A3,6515,0,0,0,0,0,0,0,0,0,0
APBB1,322,1,1,1,0,0,1,0,0,1,0
HTR7,3363,0,0,0,0,1,0,0,0,0,0
PPHLN1,51535,0,0,0,0,0,0,0,0,0,0
DNAJC5,80331,0,0,1,0,0,0,0,0,0,0
F12,2161,0,0,0,0,0,0,0,1,0,1
TFAM,7019,0,0,0,0,0,0,0,0,0,0
EPCAM,4072,1,0,1,0,0,1,0,0,0,0
ASMT,438,0,0,0,0,0,0,0,0,0,0
MTNR1B,4544,0,0,1,0,1,0,0,0,0,0
FBP1,2203,1,1,0,0,0,0,1,0,0,0
LGALS9,3965,1,1,1,0,0,1,0,1,0,1
SCD,6319,0,0,0,0,0,0,0,0,0,0
PFDN4,5203,0,0,0,0,0,0,0,0,0,0
BTG2,7832,1,1,1,0,0,1,0,0,1,0
GREB1,9687,0,0,0,0,0,0,0,0,0,0
MAGEA6,4105,0,0,0,0,0,0,0,0,0,0
ELF4,2000,1,0,0,0,0,1,0,1,0,0
CD59,966,1,0,1,0,0,1,0,1,0,1
EXOC4,60412,0,0,0,0,0,0,0,0,0,0
CLIP1,6249,1,0,0,0,0,0,0,0,0,0
KCNJ3,3760,0,0,0,0,0,0,0,0,0,0
ITSN2,50618,1,0,0,0,0,1,0,1,0,0
ENO1,2023,1,1,0,0,0,0,1,0,0,0
ZNF385A,25946,1,1,1,0,0,0,0,0,1,0
TSC22D1,8848,0,0,0,0,0,0,0,0,0,0
POU3F3,5455,1,0,1,0,0,1,0,0,0,0
SFXN3,81855,0,0,0,0,0,0,0,0,0,0
TXNIP,10628,1,1,1,0,0,0,0,0,0,0
DIXDC1,85458,1,0,0,0,0,1,0,0,0,0
SPAG7,9552,0,0,0,0,0,0,0,0,0,0
NCAM2,4685,0,0,0,0,0,1,0,0,0,0
XPO5,57510,0,0,0,0,0,0,0,0,0,0
DDOST,1650,0,0,0,0,0,1,0,0,0,0
SHMT1,6470,0,0,0,0,0,0,0,0,0,0
UNC5A,90249,0,0,0,0,0,1,0,0,0,0
BACH1,571,1,0,0,0,0,0,1,0,1,0
CCS,9973,0,0,0,0,0,0,0,0,0,0
SPHK2,56848,1,0,1,0,0,0,0,0,0,0
TREX1,11277,0,0,0,0,0,0,0,0,1,0
TPO,7173,0,0,0,0,0,0,0,0,0,0
LSR,51599,0,0,0,0,0,1,0,0,0,0
PNMA1,9240,0,0,1,0,0,0,0,1,0,1
ACSL6,23305,0,0,0,0,0,0,0,0,0,0
SEMA6D,80031,1,1,0,0,0,1,0,0,0,0
ADAM22,53616,0,0,0,0,0,1,0,0,0,0
LGI1,9211,1,0,0,0,0,1,0,0,0,0
MED14,9282,0,0,0,0,0,0,0,0,0,0
GCLC,2729,0,1,1,0,1,0,0,0,0,0
ATP8A2,51761,1,1,0,0,0,1,0,0,0,0
SEMA3C,10512,1,1,0,0,0,1,0,1,0,0
NRP2,8828,1,0,0,0,1,1,0,0,0,0
SSTR2,6752,1,1,0,0,0,0,0,0,0,0
POLD2,5425,0,0,0,1,0,0,0,0,1,0
ICAM2,3384,0,0,0,0,0,1,0,1,0,0
ALB,213,0,0,1,0,0,0,0,1,0,0
TAP1,6890,0,0,0,0,0,0,0,1,0,0
SMARCC1,6599,0,0,0,0,0,0,0,0,0,0
GNG3,2785,0,0,0,0,0,0,0,0,0,0
FST,10468,0,1,0,0,0,0,0,0,0,0
HMOX2,3163,0,0,0,0,0,0,0,0,0,0
ERVK6,64006,0,0,0,0,0,0,0,0,0,0
EXOC7,23265,0,0,0,0,0,0,0,0,0,0
ORC5L,5001,0,0,0,0,0,0,0,0,0,0
BTC,685,1,0,1,0,0,0,0,0,0,0
GNRH1,2796,1,1,1,0,0,1,0,0,0,0
GNRHR,2798,0,0,0,0,0,0,0,0,0,0
TPT1,7178,0,1,1,0,0,0,0,0,0,0
SOX5,6660,1,0,0,0,0,0,0,0,0,0
PLA2G2F,64600,1,1,0,0,0,1,0,0,0,0
AIMP2,7965,1,1,0,0,0,0,0,0,0,0
PLF,450095,0,0,0,0,0,0,0,0,0,0
KIAA0652,9776,0,0,0,0,0,0,0,0,0,0
ULK1,8408,1,0,0,0,0,1,0,0,0,0
MIR93,407050,0,0,0,0,0,0,0,0,0,0
DDIT3,1649,1,1,1,0,0,0,0,0,0,0
C6,729,0,0,0,0,1,0,0,1,0,1
C7,730,0,0,0,0,0,0,0,1,0,1
GPER,2852,0,0,0,0,0,0,0,0,0,0
SRMS,6725,1,1,0,0,0,1,0,1,0,0
SRGAP1,57522,0,0,0,0,0,1,0,0,0,0
VIPR2,7434,1,1,0,0,0,0,0,0,0,0
CBFA2T2,9139,0,0,0,0,0,1,0,0,0,0
KLF2,10365,0,0,0,0,0,0,0,0,0,0
WRAP53,55135,0,0,0,1,0,0,0,0,0,0
EXOC6,54536,0,0,0,0,0,0,0,0,0,0
IFNK,56832,1,1,0,0,0,1,0,1,0,0
STIM1,6786,0,0,0,0,1,0,0,0,0,0
KDELR1,10945,0,0,0,0,0,0,0,0,0,0
ACAP1,9744,0,0,0,0,0,0,0,0,0,0
CDCA7L,55536,1,0,0,0,0,0,0,0,0,0
TRHR,7201,0,0,0,0,0,0,0,0,0,0
FADS2,9415,0,0,0,0,0,0,0,0,0,0
UBE2L6,9246,0,0,0,0,0,0,0,0,1,0
STRADA,92335,1,1,0,0,0,0,0,0,0,0
SLA2,84174,0,1,0,0,0,1,0,1,0,0
TAP2,6891,0,0,0,0,0,0,0,1,0,0
ZNF746,155061,0,0,0,0,0,0,0,0,0,0
NLRP1,22861,0,0,1,0,0,0,0,1,0,1
G6PC,2538,0,0,0,0,0,0,1,0,0,0
CAMK1G,57172,0,0,0,0,0,0,0,0,0,0
IFT88,8100,0,0,0,0,0,1,0,0,0,0
PDPN,10630,1,0,0,0,0,1,0,0,0,1
GAS1,2619,1,1,1,0,0,0,0,0,0,0
ETFDH,2110,0,0,0,0,0,0,0,0,0,0
ETFA,2108,0,0,0,0,0,0,0,0,0,0
DDX3Y,8653,0,0,0,0,0,0,0,0,0,0
MDK,4192,1,0,1,0,0,1,0,0,0,0
RHOB,388,1,1,1,0,1,1,0,0,0,1
SLX4,84464,0,0,0,1,0,0,0,0,1,0
IL18BP,10068,0,1,0,0,0,0,0,1,0,0
TNFRSF8,943,1,1,1,0,0,0,0,1,0,1
PROKR1,10887,0,0,1,0,0,0,0,0,0,0
IGKV1-6,28943,0,0,0,0,0,0,0,0,0,0
CNTNAP1,8506,0,0,0,0,0,1,0,0,0,0
STEAP3,55240,1,0,1,0,0,0,0,0,0,0
BACE1,23621,0,0,0,0,0,0,0,0,0,0
CDK5RAP3,80279,1,1,0,0,0,0,0,0,1,0
FSHR,2492,1,0,0,0,1,1,0,0,0,0
CHMP4B,128866,1,0,0,0,0,0,0,0,0,0
CRIPT,9419,0,0,0,0,0,0,0,0,0,0
FRAT2,23401,1,0,0,0,0,0,0,0,0,0
ATP2A2,488,0,0,0,0,1,1,0,0,0,0
ACE2,59272,1,0,0,0,1,1,0,0,0,1
ETV3,2117,1,1,0,0,0,0,0,0,0,0
RRAD,6236,1,1,0,0,0,0,0,0,0,0
ASCC1,51008,0,0,0,0,0,0,0,0,1,0
TUBA8,51807,0,0,0,0,0,0,0,0,0,0
FDX1,2230,0,0,0,0,0,0,0,0,0,0
ADCY10,55811,0,0,1,0,0,0,0,0,0,0
APOC2,344,0,0,0,0,0,0,0,1,0,0
REPS1,85021,0,0,0,0,0,0,0,0,0,0
BOC,91653,0,0,0,0,0,1,0,0,0,0
ELN,2006,1,0,0,0,1,1,1,0,0,0
TRIP6,7205,0,1,0,0,0,1,0,0,0,0
MEFV,4210,0,0,0,0,0,0,0,1,0,1
ATF3,467,1,1,1,0,0,0,1,0,0,0
PTAFR,5724,1,0,0,0,1,1,0,1,0,1
KIF15,56992,1,0,0,0,0,0,0,0,0,0
YAP1,10413,1,1,1,0,1,0,0,0,0,0
NR5A2,2494,1,0,0,0,0,0,0,0,0,0
CYP11A1,1583,0,0,0,0,0,0,0,0,0,0
PENK,5179,1,0,0,0,0,0,0,0,0,0
OPRD1,4985,0,0,0,0,0,0,1,1,0,0
PRDX3,10935,1,0,1,0,0,0,0,0,0,0
PDS5A,23244,1,0,0,0,0,0,0,0,0,0
EZH2,2146,1,1,0,0,0,1,0,0,0,1
HPCX,9566,0,0,0,0,0,0,0,0,0,0
PRICKLE1,144165,0,1,0,0,0,0,0,0,0,0
ZFP36L1,677,1,0,0,0,1,1,0,0,0,0
ZRANB2,9406,0,0,0,0,0,0,0,0,0,0
TFF2,7032,0,0,0,0,0,0,0,0,0,0
HIP1,3092,0,0,1,0,0,0,0,1,0,0
GOLGA4,2803,1,0,0,0,0,1,0,0,0,0
GNB4,59345,0,0,0,0,0,0,0,0,0,0
DBT,1629,0,0,0,0,0,0,0,0,0,0
BAK1,578,1,1,1,0,1,0,0,0,0,0
MME,4311,0,0,0,0,1,0,0,0,0,0
E2F6,1876,1,0,0,0,0,0,0,0,0,0
UXT,8409,0,0,0,0,0,0,0,0,0,0
DSCAM,1826,1,0,0,0,0,1,0,0,0,0
FAM125A,93343,0,0,0,0,0,0,0,0,0,0
JMY,133746,1,1,1,0,0,1,0,0,1,0
ZNF784,147808,0,0,0,0,0,0,0,0,0,0
IFNA10,3446,1,0,0,0,0,1,0,1,0,1
NTHL1,4913,0,0,0,0,0,0,0,0,1,0
S100A12,6283,0,0,0,0,0,1,0,1,0,1
GUCA1B,2979,0,0,0,0,0,0,0,0,0,0
RGS14,10636,1,1,0,0,0,0,0,0,0,0
BRD9,65980,0,0,0,0,0,0,0,0,0,0
DNAJB1,3337,0,0,0,0,0,0,0,0,0,0
MXD4,10608,1,1,0,0,0,0,0,0,0,0
PAIP2,51247,0,0,0,0,0,0,0,0,0,0
CD99,4267,0,0,0,0,0,1,0,0,0,0
SCN5A,6331,1,0,0,0,1,0,0,0,0,0
MGAT3,4248,0,0,0,0,0,0,0,0,0,0
ATP6V1F,9296,0,0,0,0,0,0,0,0,0,0
CACNA2D4,93589,0,0,0,0,1,0,0,0,0,0
CTNNA3,29119,0,0,0,0,1,1,0,0,0,0
REEP5,7905,0,0,0,0,0,0,0,0,0,0
GULP1,51454,0,0,0,0,0,0,0,1,0,0
HAND1,9421,0,0,0,0,1,0,0,0,0,0
AFF1,4299,0,0,0,0,0,0,0,0,0,0
PROM1,8842,0,0,0,0,0,0,0,0,0,0
GOLGA2,2801,1,0,0,0,0,0,0,0,0,0
VAMP1,6843,0,0,0,0,0,0,0,0,0,0
XIST,7503,0,0,0,0,0,0,0,0,0,0
PHF17,79960,0,0,0,0,0,0,0,0,0,0
MMP8,4317,0,0,0,0,0,0,0,0,0,0
ACAN,176,0,0,0,0,0,1,0,0,0,0
TBL1X,6907,0,0,0,0,0,0,0,0,0,0
FKBP4,2288,0,0,0,0,0,1,0,0,0,0
HTRA2,27429,1,1,1,0,0,0,0,0,0,0
PEX14,5195,0,0,0,0,0,0,0,0,0,0
NFE2,4778,0,0,0,0,1,0,0,0,0,1
GZMA,3001,0,0,1,0,0,0,0,1,0,0
ATF6,22926,0,0,0,0,0,0,0,0,0,0
CSTF2T,23283,0,0,0,0,0,0,0,0,0,0
ACACA,31,0,0,0,0,0,0,0,0,0,0
MARK3,4140,0,0,0,0,0,0,0,0,0,0
SESN3,143686,0,1,0,0,0,0,0,0,0,0
UCN,7349,1,0,1,0,1,1,0,0,0,1
FPR2,2358,0,0,0,0,0,1,0,0,0,1
LOC651610,651610,0,0,0,0,0,0,0,0,0,0
TNFSF12-TNFSF13,407977,0,0,0,0,0,0,0,1,0,0
TNFRSF17,608,1,0,0,0,0,0,0,1,0,0
NR1D1,9572,1,1,0,0,0,0,1,1,0,0
GNG8,94235,0,0,0,0,0,0,0,0,0,0
PROK1,84432,1,0,0,0,1,0,0,0,0,0
PROP1,5626,0,0,1,0,0,1,0,0,0,0
ACVR1C,130399,1,1,1,0,0,1,0,0,0,0
DDX39A,10212,0,0,0,0,0,0,0,0,0,0
SSX2,6757,0,0,0,0,0,0,0,0,0,0
FHOD1,29109,0,0,0,0,0,1,0,0,0,0
SDHC,6391,0,0,0,0,0,0,0,0,0,0
SDHB,6390,0,0,0,0,0,0,0,0,0,0
GLG1,2734,0,1,0,0,0,1,0,0,0,0
DKK2,27123,0,1,0,0,0,0,0,0,0,0
TNIP3,79931,0,1,0,0,0,0,0,1,0,1
AP1G1,164,0,0,0,0,0,0,0,1,0,0
IRAK4,51135,1,0,0,0,0,1,0,1,0,0
RORA,6095,1,1,0,0,1,1,1,1,0,1
ADARB1,104,1,1,0,0,0,1,0,1,0,0
PUM1,9698,1,0,0,0,0,0,0,1,0,0
OR10A4,283297,0,0,0,0,0,1,0,0,0,0
MIR31,407035,0,0,0,0,0,0,0,0,0,0
CTRL,1506,0,0,0,0,0,0,0,0,0,0
NF2,4771,1,1,0,0,0,1,0,0,0,0
EXOSC3,51010,0,0,0,0,0,0,0,1,0,0
PTPRH,5794,0,0,0,0,0,0,0,0,0,0
ZSCAN18,65982,0,0,0,0,0,0,0,0,0,0
KHSRP,8570,0,0,0,0,0,0,0,0,0,0
SLC25A6,293,0,0,0,0,0,0,0,1,0,0
MRC2,9902,0,0,0,0,0,0,0,1,0,0
GUCA2A,2980,0,0,0,0,0,0,0,0,0,0
GUCY2C,2984,1,0,0,0,0,0,0,0,0,0
BCCIP,56647,1,0,0,0,0,0,0,0,1,0
UBA1,7317,0,0,0,0,0,0,0,0,0,0
MYO9B,4650,0,0,0,0,0,0,0,0,0,0
TRAP1,10131,0,1,1,0,0,0,0,0,0,0
CHMP4A,29082,1,0,0,0,0,0,0,0,0,0
SETBP1,26040,0,0,0,0,0,0,0,0,0,0
EEF1B3,1934,0,0,0,0,0,0,0,0,0,0
LRDD,55367,0,0,0,0,0,0,0,0,0,0
GYS2,2998,0,0,0,0,0,0,0,0,0,0
BANF1,8815,1,0,0,0,0,0,0,0,0,0
WDR48,57599,1,0,0,0,0,0,0,0,1,0
TNFAIP8,25816,0,0,1,0,0,0,0,0,0,0
CSN2,1447,0,0,0,0,0,0,0,0,0,0
EXO1,9156,1,0,0,0,0,0,0,1,1,0
ARFGAP3,26286,0,0,0,0,0,0,0,0,0,0
SERPINC1,462,0,0,0,0,0,0,0,0,0,1
CYTH2,9266,0,0,0,0,0,1,0,1,0,0
IPCEF1,26034,0,0,0,0,0,0,0,0,0,0
RBM9,23543,0,0,0,0,0,0,0,0,0,0
OGG1,4968,0,0,1,0,0,0,0,0,1,1
DAK,26007,0,0,0,0,0,0,0,0,0,0
TALDO1,6888,0,0,0,0,0,0,0,0,0,0
SAG,6295,0,0,0,0,0,0,0,0,0,0
PSTPIP1,9051,0,0,0,0,0,1,0,1,0,1
ZHX2,22882,0,0,0,0,0,0,0,0,0,0
SRP9P1,653226,0,0,0,0,0,0,0,0,0,0
PLXNB1,5364,1,1,0,0,0,1,0,0,0,0
TP53BP2,7159,1,1,1,0,0,0,0,0,0,0
CEACAM5,1048,0,0,1,0,0,1,0,0,0,0
MIR184,406960,0,0,0,0,0,0,0,0,0,0
NAMPT,10135,1,0,0,0,0,0,0,0,0,0
NONO,4841,0,1,1,0,0,0,0,0,1,0
PPIB,5479,0,0,0,0,0,0,0,0,0,0
TAGLN2,8407,0,0,0,0,0,0,0,0,0,0
KLF1,10661,0,0,0,0,0,0,0,0,0,0
KLF3,51274,0,0,0,0,0,0,0,0,0,0
AMHR2,269,0,1,0,0,0,0,0,0,0,0
MSANTD2,79684,0,0,0,0,0,0,0,0,0,0
SMPD2,6610,0,0,0,0,0,0,0,0,0,0
ZMYND8,23613,0,0,0,0,0,1,0,0,0,0
RAPGEF4,11069,0,0,0,0,0,0,0,0,0,0
SEMG1,6406,0,0,0,0,0,0,0,1,0,0
VIPR1,7433,1,0,0,0,0,0,0,1,0,0
SERPINA6,866,0,0,0,0,0,0,0,0,0,0
NCR3,259197,0,0,0,0,0,1,0,1,0,1
BHLHE40,8553,0,0,0,0,0,0,0,0,0,0
ZNRD1,30834,0,0,0,0,0,0,0,0,0,0
DDX4,54514,1,0,0,0,0,0,0,0,0,0
PRLH,51052,0,0,0,0,0,0,0,0,0,0
CC2D1A,54862,0,0,0,0,0,0,0,0,0,0
IL17F,112744,0,0,0,0,1,0,0,0,0,1
C1QB,713,0,0,0,0,0,0,0,1,0,0
MYRIP,25924,0,0,0,0,0,0,0,0,0,0
PTGER3,5733,0,1,0,0,1,1,0,1,0,1
UTS2R,2837,1,0,0,0,1,0,0,0,0,0
SFTPA1,653509,0,0,0,0,0,0,0,0,0,0
CBY1,25776,0,1,0,0,0,1,0,0,0,0
SGK494,124923,0,0,0,0,0,0,0,0,0,0
MUC5AC,4586,0,0,0,0,0,0,0,0,0,0
MBTPS1,8720,0,0,0,0,0,0,0,0,0,0
CLEC4G,339390,1,1,0,0,0,1,0,1,0,0
KREMEN2,79412,0,1,0,0,0,0,0,0,0,0
NR2C1,7181,0,0,0,0,0,0,0,0,0,0
ANP32B,10541,0,0,1,0,0,0,0,0,0,0
AAVS1,17,0,0,0,0,0,0,0,0,0,0
ALDOA,226,0,0,0,0,0,1,1,0,0,0
CTDSPL,10217,1,1,0,0,0,0,0,0,0,0
SGK2,10110,1,0,1,0,0,0,0,0,0,0
GAA,2548,0,0,0,0,1,0,1,0,0,0
GABPA,2551,0,0,0,0,0,0,0,0,0,0
MN1,4330,0,0,0,0,0,0,0,0,0,0
CDS1,1040,0,0,0,0,0,0,0,0,0,0
MATR3,9782,0,0,0,0,0,0,0,0,0,0
GFPT1,2673,0,0,0,0,0,0,1,0,0,0
EIF2AK3,9451,0,0,1,0,1,0,0,0,0,0
APLP2,334,0,0,0,0,0,0,0,0,0,0
ADCY2,108,0,0,0,0,0,0,0,0,0,0
CHMP6,79643,1,0,0,0,0,0,0,0,0,0
NLRC4,58484,1,0,1,0,0,0,0,1,0,1
PIK3C2A,5286,0,0,0,0,1,0,0,1,0,0
CTSD,1509,0,0,0,0,0,0,0,0,0,0
HSAJ2425,55566,0,0,0,0,0,0,0,0,0,0
CDK18,5129,1,0,0,0,0,0,0,0,0,0
CAB39,51719,1,1,0,0,0,0,0,0,0,0
VPS4A,27183,1,1,0,0,0,0,0,0,0,0
VTA1,51534,0,0,0,0,0,0,0,0,0,0
NOX4,50507,1,1,1,0,0,1,0,0,0,1
MASP1,5648,0,0,0,0,0,0,0,1,0,1
ZNF410,57862,0,0,0,0,0,0,0,0,0,0
CDCA5,113130,1,0,0,0,0,0,0,0,1,0
SEMA4D,10507,1,1,1,0,0,1,0,1,0,0
MAGEA9,4108,0,0,0,0,0,0,0,0,0,0
PHOSPHO1,162466,0,0,0,0,0,0,0,0,0,0
SIGLEC8,27181,0,0,0,0,0,1,0,0,0,0
AIFM1,9131,0,0,1,0,0,0,0,0,0,0
PKNOX1,5316,0,0,0,0,1,1,0,0,0,0
IL27RA,9466,0,0,0,0,0,0,0,1,0,0
SERBP1,26135,0,0,1,0,0,0,0,0,0,0
SERPINI1,5274,0,0,0,0,0,1,0,0,0,0
TRPC5,7224,0,0,0,0,0,0,0,0,0,0
DUT,1854,0,0,0,0,0,0,0,0,0,0
PTCRA,171558,0,0,0,0,0,0,0,0,0,0
CD27,939,1,1,1,0,0,0,0,1,0,1
HVBS6,3368,0,0,0,0,0,0,0,0,0,0
MT1G,4495,0,0,0,0,0,0,0,0,0,0
USP8,9101,1,0,0,0,0,0,0,0,0,0
TREH,11181,0,0,0,0,0,0,0,0,0,0
RNY3,6085,0,0,0,0,0,0,0,0,0,0
FARP1,10160,0,0,0,0,0,1,0,0,0,0
FOXP1,27086,1,1,1,0,0,1,0,1,0,1
TPSAB1,7177,0,0,0,0,0,0,0,0,0,0
TNFRSF10C,8794,1,0,1,0,0,0,0,1,0,1
C1R,715,0,0,0,0,0,0,0,1,0,0
DDR2,4921,1,0,0,0,0,1,0,0,0,0
LPXN,9404,0,1,0,0,0,1,0,1,0,0
RAD23A,5886,0,0,0,0,0,0,0,0,1,0
SH3BGRL,6451,0,0,0,0,0,0,0,0,0,0
REPS2,9185,0,0,0,0,0,0,0,0,0,0
SEC11A,23478,0,0,0,0,0,0,0,0,0,0
SV2B,9899,0,0,0,0,0,0,0,0,0,0
ASCC3,10973,1,0,0,0,0,0,0,0,1,0
DMAP1,55929,0,0,0,0,0,0,0,0,1,0
TNFSF15,9966,0,0,1,0,0,0,0,1,0,0
IGFBP5,3488,1,1,0,0,0,1,1,0,0,0
CSH1,1442,0,0,0,0,0,0,0,0,0,0
NLRP4,147945,0,0,0,0,0,0,0,0,0,1
